⸮Time,Frequency,A0
8532,115,493
8533,115,478
8534,115,477
8535,115,494
8536,115,511
8537,115,526
8538,115,535
8539,115,519
8540,115,503
8541,115,487
8542,115,473
8543,115,485
8544,115,502
8545,115,517
8546,115,533
8547,115,530
8548,115,513
8549,115,497
8550,115,482
8551,115,477
8552,115,493
8553,115,509
8554,115,525
8555,115,537
8556,115,523
8557,115,507
8558,115,491
8559,115,477
8560,115,484
8561,115,501
8562,115,516
8563,115,531
8564,115,533
8565,115,516
8566,115,500
8567,115,485
8568,115,475
8569,115,491
8570,115,508
8571,115,523
8572,115,538
8573,115,526
8574,115,510
8575,115,494
8576,115,479
8577,115,482
8578,115,499
8579,115,514
8580,115,530
8581,115,536
8582,115,520
8583,115,503
8584,115,488
8585,115,475
8586,115,489
8587,115,506
8588,115,521
8589,115,536
8590,115,529
8591,115,513
8592,115,497
8593,115,482
8594,115,480
8595,115,497
8596,115,512
8597,115,528
8598,115,538
8599,115,522
8600,114,502
8601,114,509
8602,114,512
8603,114,497
8604,114,482
8605,114,467
8606,114,457
8607,114,472
8608,114,490
8609,114,505
8610,114,521
8611,114,514
8612,114,498
8613,114,483
8614,114,468
8615,114,465
8616,114,482
8617,114,499
8618,114,514
8619,114,527
8620,114,513
8621,114,497
8622,114,482
8623,114,467
8624,114,473
8625,114,490
8626,114,506
8627,114,521
8628,114,527
8629,114,511
8630,114,495
8631,114,480
8632,114,467
8633,114,481
8634,114,497
8635,114,513
8636,114,529
8637,114,525
8638,114,509
8639,114,493
8640,114,478
8641,114,471
8642,114,488
8643,114,504
8644,114,520
8645,114,533
8646,114,521
8647,114,505
8648,114,489
8649,114,475
8650,114,477
8651,114,494
8652,114,510
8653,114,525
8654,114,533
8655,114,518
8656,114,502
8657,114,486
8658,114,472
8659,114,483
8660,114,500
8661,114,515
8662,114,531
8663,114,530
8664,114,514
8665,114,498
8666,114,483
8667,114,474
8668,114,489
8669,114,505
8670,114,521
8671,114,536
8672,114,527
8673,114,510
8674,114,494
8675,114,479
8676,114,478
8677,114,495
8678,114,511
8679,114,526
8680,114,537
8681,114,522
8682,114,506
8683,114,490
8684,114,476
8685,114,484
8686,114,500
8687,114,516
8688,114,531
8689,114,534
8690,114,517
8691,114,501
8692,114,487
8693,114,474
8694,114,489
8695,114,505
8696,114,521
8697,114,536
8698,114,530
8699,114,513
8700,113,493
8701,113,500
8702,113,516
8703,113,532
8704,113,547
8705,113,549
8706,113,532
8707,113,516
8708,113,499
8709,113,486
8710,113,500
8711,113,516
8712,113,531
8713,113,546
8714,113,543
8715,113,527
8716,113,510
8717,113,495
8718,113,484
8719,113,500
8720,113,516
8721,113,531
8722,113,545
8723,113,538
8724,113,522
8725,113,505
8726,113,490
8727,113,484
8728,113,501
8729,113,517
8730,113,532
8731,113,546
8732,113,534
8733,113,517
8734,113,501
8735,113,486
8736,113,486
8737,113,502
8738,113,518
8739,113,533
8740,113,544
8741,113,530
8742,113,513
8743,113,498
8744,113,483
8745,113,487
8746,113,504
8747,113,519
8748,113,535
8749,113,541
8750,113,526
8751,113,509
8752,113,494
8753,113,479
8754,113,489
8755,113,506
8756,113,521
8757,113,536
8758,113,538
8759,113,522
8760,113,506
8761,113,490
8762,113,477
8763,113,491
8764,113,508
8765,113,523
8766,113,538
8767,113,536
8768,113,519
8769,113,503
8770,113,488
8771,113,478
8772,113,493
8773,113,510
8774,113,525
8775,113,540
8776,113,532
8777,113,516
8778,113,500
8779,113,485
8780,113,480
8781,113,496
8782,113,512
8783,113,527
8784,113,541
8785,113,529
8786,113,512
8787,113,497
8788,113,482
8789,113,482
8790,113,498
8791,113,514
8792,113,530
8793,113,541
8794,113,526
8795,113,510
8796,113,494
8797,113,479
8798,113,484
8799,113,501
8800,112,516
8801,112,524
8802,112,514
8803,112,498
8804,112,483
8805,112,469
8806,112,466
8807,112,484
8808,112,500
8809,112,516
8810,112,529
8811,112,516
8812,112,500
8813,112,484
8814,112,470
8815,112,472
8816,112,489
8817,112,505
8818,112,521
8819,112,531
8820,112,515
8821,112,499
8822,112,484
8823,112,470
8824,112,478
8825,112,494
8826,112,510
8827,112,525
8828,112,531
8829,112,515
8830,112,498
8831,112,483
8832,112,469
8833,112,481
8834,112,499
8835,112,515
8836,112,529
8837,112,530
8838,112,513
8839,112,497
8840,112,482
8841,112,470
8842,112,486
8843,112,502
8844,112,518
8845,112,533
8846,112,528
8847,112,511
8848,112,496
8849,112,480
8850,112,473
8851,112,490
8852,112,506
8853,112,521
8854,112,536
8855,112,526
8856,112,510
8857,112,494
8858,112,479
8859,112,476
8860,112,493
8861,112,510
8862,112,525
8863,112,537
8864,112,524
8865,112,508
8866,112,492
8867,112,477
8868,112,480
8869,112,496
8870,112,512
8871,112,528
8872,112,537
8873,112,522
8874,112,505
8875,112,490
8876,112,475
8877,112,483
8878,112,500
8879,112,516
8880,112,531
8881,112,536
8882,112,519
8883,112,503
8884,112,488
8885,112,473
8886,112,486
8887,112,503
8888,112,519
8889,112,533
8890,112,534
8891,112,517
8892,112,501
8893,112,486
8894,112,474
8895,112,489
8896,112,506
8897,112,521
8898,112,537
8899,112,531
8900,111,510
8901,111,517
8902,111,533
8903,111,547
8904,111,559
8905,111,546
8906,111,528
8907,111,513
8908,111,497
8909,111,496
8910,111,513
8911,111,529
8912,111,543
8913,111,555
8914,111,541
8915,111,524
8916,111,508
8917,111,492
8918,111,493
8919,111,510
8920,111,525
8921,111,540
8922,111,551
8923,111,536
8924,111,520
8925,111,504
8926,111,488
8927,111,491
8928,111,507
8929,111,523
8930,111,537
8931,111,548
8932,111,534
8933,111,517
8934,111,501
8935,111,486
8936,111,489
8937,111,505
8938,111,522
8939,111,536
8940,111,546
8941,111,531
8942,111,514
8943,111,499
8944,111,484
8945,111,488
8946,111,505
8947,111,521
8948,111,536
8949,111,544
8950,111,529
8951,111,512
8952,111,496
8953,111,482
8954,111,488
8955,111,504
8956,111,520
8957,111,535
8958,111,543
8959,111,527
8960,111,511
8961,111,495
8962,111,480
8963,111,488
8964,111,504
8965,111,520
8966,111,535
8967,111,542
8968,111,525
8969,111,509
8970,111,494
8971,111,479
8972,111,487
8973,111,504
8974,111,520
8975,111,535
8976,111,541
8977,111,524
8978,111,508
8979,111,492
8980,111,478
8981,111,487
8982,111,504
8983,111,520
8984,111,535
8985,111,539
8986,111,523
8987,111,507
8988,111,492
8989,111,476
8990,111,488
8991,111,504
8992,111,520
8993,111,535
8994,111,539
8995,111,522
8996,111,506
8997,111,490
8998,111,475
8999,111,488
9000,110,504
9001,110,513
9002,110,527
9003,110,542
9004,110,539
9005,110,523
9006,110,506
9007,110,491
9008,110,478
9009,110,493
9010,110,510
9011,110,525
9012,110,540
9013,110,540
9014,110,523
9015,110,507
9016,110,491
9017,110,477
9018,110,490
9019,110,507
9020,110,523
9021,110,538
9022,110,540
9023,110,524
9024,110,507
9025,110,492
9026,110,477
9027,110,488
9028,110,505
9029,110,521
9030,110,536
9031,110,541
9032,110,524
9033,110,508
9034,110,492
9035,110,478
9036,110,486
9037,110,502
9038,110,519
9039,110,534
9040,110,541
9041,110,525
9042,110,509
9043,110,494
9044,110,478
9045,110,484
9046,110,501
9047,110,517
9048,110,531
9049,110,542
9050,110,526
9051,110,510
9052,110,494
9053,110,479
9054,110,482
9055,110,499
9056,110,515
9057,110,530
9058,110,542
9059,110,528
9060,110,511
9061,110,495
9062,110,480
9063,110,481
9064,110,498
9065,110,513
9066,110,529
9067,110,542
9068,110,529
9069,110,512
9070,110,496
9071,110,482
9072,110,479
9073,110,496
9074,110,512
9075,110,527
9076,110,542
9077,110,530
9078,110,513
9079,110,498
9080,110,483
9081,110,478
9082,110,494
9083,110,510
9084,110,526
9085,110,540
9086,110,531
9087,110,515
9088,110,498
9089,110,484
9090,110,476
9091,110,492
9092,110,509
9093,110,524
9094,110,539
9095,110,533
9096,110,516
9097,110,500
9098,110,485
9099,110,475
9100,109,490
9101,109,496
9102,109,482
9103,109,468
9104,109,454
9105,109,441
9106,109,444
9107,109,461
9108,109,479
9109,109,495
9110,109,508
9111,109,496
9112,109,479
9113,109,465
9114,109,451
9115,109,452
9116,109,469
9117,109,486
9118,109,502
9119,109,517
9120,109,505
9121,109,489
9122,109,473
9123,109,460
9124,109,456
9125,109,474
9126,109,490
9127,109,506
9128,109,521
9129,109,512
9130,109,496
9131,109,480
9132,109,466
9133,109,460
9134,109,478
9135,109,494
9136,109,510
9137,109,524
9138,109,517
9139,109,501
9140,109,486
9141,109,471
9142,109,463
9143,109,479
9144,109,496
9145,109,512
9146,109,527
9147,109,522
9148,109,506
9149,109,490
9150,109,475
9151,109,465
9152,109,481
9153,109,497
9154,109,513
9155,109,528
9156,109,526
9157,109,510
9158,109,493
9159,109,479
9160,109,466
9161,109,481
9162,109,498
9163,109,514
9164,109,528
9165,109,529
9166,109,513
9167,109,497
9168,109,482
9169,109,468
9170,109,482
9171,109,498
9172,109,514
9173,109,529
9174,109,532
9175,109,515
9176,109,500
9177,109,484
9178,109,470
9179,109,481
9180,109,498
9181,109,514
9182,109,529
9183,109,534
9184,109,518
9185,109,502
9186,109,487
9187,109,472
9188,109,480
9189,109,497
9190,109,514
9191,109,529
9192,109,536
9193,109,520
9194,109,504
9195,109,489
9196,109,474
9197,109,480
9198,109,497
9199,109,513
9200,108,527
9201,108,534
9202,108,523
9203,108,507
9204,108,491
9205,108,476
9206,108,470
9207,108,487
9208,108,503
9209,108,519
9210,108,533
9211,108,528
9212,108,511
9213,108,496
9214,108,481
9215,108,469
9216,108,484
9217,108,501
9218,108,517
9219,108,532
9220,108,533
9221,108,517
9222,108,500
9223,108,485
9224,108,471
9225,108,481
9226,108,499
9227,108,514
9228,108,529
9229,108,537
9230,108,521
9231,108,504
9232,108,489
9233,108,475
9234,108,479
9235,108,495
9236,108,512
9237,108,526
9238,108,539
9239,108,525
9240,108,509
9241,108,493
9242,108,479
9243,108,476
9244,108,492
9245,108,509
9246,108,524
9247,108,539
9248,108,530
9249,108,513
9250,108,497
9251,108,482
9252,108,473
9253,108,489
9254,108,506
9255,108,521
9256,108,536
9257,108,533
9258,108,517
9259,108,500
9260,108,486
9261,108,472
9262,108,486
9263,108,503
9264,108,518
9265,108,533
9266,108,537
9267,108,521
9268,108,504
9269,108,489
9270,108,474
9271,108,483
9272,108,499
9273,108,515
9274,108,530
9275,108,539
9276,108,524
9277,108,508
9278,108,493
9279,108,478
9280,108,479
9281,108,496
9282,108,512
9283,108,527
9284,108,541
9285,108,528
9286,108,511
9287,108,496
9288,108,481
9289,108,476
9290,108,492
9291,108,509
9292,108,524
9293,108,539
9294,108,532
9295,108,515
9296,108,499
9297,108,484
9298,108,473
9299,108,489
9300,107,504
9301,107,514
9302,107,529
9303,107,532
9304,107,516
9305,107,500
9306,107,485
9307,107,470
9308,107,477
9309,107,494
9310,107,510
9311,107,526
9312,107,537
9313,107,524
9314,107,507
9315,107,491
9316,107,477
9317,107,473
9318,107,489
9319,107,505
9320,107,521
9321,107,536
9322,107,530
9323,107,513
9324,107,497
9325,107,482
9326,107,470
9327,107,484
9328,107,501
9329,107,517
9330,107,532
9331,107,536
9332,107,520
9333,107,503
9334,107,489
9335,107,474
9336,107,479
9337,107,496
9338,107,512
9339,107,527
9340,107,540
9341,107,527
9342,107,509
9343,107,494
9344,107,479
9345,107,474
9346,107,491
9347,107,507
9348,107,522
9349,107,538
9350,107,533
9351,107,516
9352,107,500
9353,107,485
9354,107,471
9355,107,485
9356,107,502
9357,107,517
9358,107,533
9359,107,538
9360,107,522
9361,107,505
9362,107,490
9363,107,476
9364,107,480
9365,107,497
9366,107,513
9367,107,528
9368,107,541
9369,107,528
9370,107,511
9371,107,496
9372,107,480
9373,107,475
9374,107,491
9375,107,507
9376,107,523
9377,107,538
9378,107,533
9379,107,517
9380,107,501
9381,107,486
9382,107,472
9383,107,485
9384,107,502
9385,107,518
9386,107,533
9387,107,539
9388,107,523
9389,107,507
9390,107,491
9391,107,477
9392,107,480
9393,107,497
9394,107,513
9395,107,528
9396,107,541
9397,107,529
9398,107,512
9399,107,497
9400,106,478
9401,106,485
9402,106,479
9403,106,464
9404,106,450
9405,106,437
9406,106,429
9407,106,445
9408,106,463
9409,106,481
9410,106,497
9411,106,499
9412,106,483
9413,106,468
9414,106,454
9415,106,441
9416,106,451
9417,106,469
9418,106,485
9419,106,501
9420,106,512
9421,106,498
9422,106,482
9423,106,467
9424,106,453
9425,106,453
9426,106,470
9427,106,487
9428,106,503
9429,106,518
9430,106,511
9431,106,494
9432,106,479
9433,106,465
9434,106,454
9435,106,470
9436,106,487
9437,106,503
9438,106,519
9439,106,521
9440,106,505
9441,106,489
9442,106,474
9443,106,460
9444,106,469
9445,106,486
9446,106,502
9447,106,518
9448,106,528
9449,106,514
9450,106,498
9451,106,483
9452,106,468
9453,106,466
9454,106,483
9455,106,500
9456,106,515
9457,106,530
9458,106,523
9459,106,506
9460,106,490
9461,106,476
9462,106,465
9463,106,480
9464,106,496
9465,106,513
9466,106,527
9467,106,530
9468,106,514
9469,106,498
9470,106,483
9471,106,468
9472,106,476
9473,106,493
9474,106,509
9475,106,524
9476,106,536
9477,106,521
9478,106,505
9479,106,490
9480,106,475
9481,106,472
9482,106,489
9483,106,505
9484,106,520
9485,106,535
9486,106,529
9487,106,512
9488,106,496
9489,106,481
9490,106,469
9491,106,484
9492,106,500
9493,106,516
9494,106,531
9495,106,535
9496,106,518
9497,106,503
9498,106,487
9499,106,473
9500,105,479
9501,105,488
9502,105,504
9503,105,520
9504,105,535
9505,105,548
9506,105,535
9507,105,518
9508,105,502
9509,105,487
9510,105,478
9511,105,494
9512,105,510
9513,105,526
9514,105,541
9515,105,541
9516,105,524
9517,105,508
9518,105,492
9519,105,478
9520,105,485
9521,105,502
9522,105,518
9523,105,533
9524,105,546
9525,105,531
9526,105,515
9527,105,499
9528,105,484
9529,105,477
9530,105,493
9531,105,510
9532,105,525
9533,105,539
9534,105,539
9535,105,522
9536,105,506
9537,105,490
9538,105,475
9539,105,485
9540,105,501
9541,105,517
9542,105,532
9543,105,544
9544,105,529
9545,105,513
9546,105,497
9547,105,482
9548,105,477
9549,105,493
9550,105,510
9551,105,524
9552,105,540
9553,105,537
9554,105,520
9555,105,504
9556,105,489
9557,105,474
9558,105,485
9559,105,502
9560,105,517
9561,105,532
9562,105,543
9563,105,528
9564,105,511
9565,105,496
9566,105,480
9567,105,477
9568,105,494
9569,105,510
9570,105,526
9571,105,539
9572,105,536
9573,105,519
9574,105,502
9575,105,488
9576,105,473
9577,105,486
9578,105,502
9579,105,518
9580,105,533
9581,105,542
9582,105,526
9583,105,510
9584,105,495
9585,105,480
9586,105,477
9587,105,494
9588,105,510
9589,105,526
9590,105,540
9591,105,534
9592,105,517
9593,105,501
9594,105,486
9595,105,472
9596,105,486
9597,105,503
9598,105,519
9599,105,533
9600,104,537
9601,104,543
9602,104,557
9603,104,571
9604,104,581
9605,104,565
9606,104,547
9607,104,530
9608,104,515
9609,104,507
9610,104,522
9611,104,538
9612,104,552
9613,104,566
9614,104,566
9615,104,548
9616,104,532
9617,104,515
9618,104,500
9619,104,504
9620,104,521
9621,104,536
9622,104,550
9623,104,564
9624,104,552
9625,104,535
9626,104,519
9627,104,503
9628,104,490
9629,104,505
9630,104,521
9631,104,536
9632,104,550
9633,104,557
9634,104,540
9635,104,523
9636,104,508
9637,104,492
9638,104,491
9639,104,507
9640,104,523
9641,104,538
9642,104,552
9643,104,547
9644,104,530
9645,104,513
9646,104,498
9647,104,483
9648,104,494
9649,104,511
9650,104,526
9651,104,541
9652,104,552
9653,104,537
9654,104,520
9655,104,504
9656,104,489
9657,104,482
9658,104,498
9659,104,515
9660,104,530
9661,104,544
9662,104,545
9663,104,528
9664,104,512
9665,104,496
9666,104,481
9667,104,486
9668,104,503
9669,104,519
9670,104,534
9671,104,548
9672,104,537
9673,104,520
9674,104,503
9675,104,489
9676,104,477
9677,104,492
9678,104,508
9679,104,524
9680,104,538
9681,104,545
9682,104,529
9683,104,512
9684,104,497
9685,104,482
9686,104,481
9687,104,497
9688,104,514
9689,104,529
9690,104,543
9691,104,538
9692,104,521
9693,104,505
9694,104,490
9695,104,475
9696,104,487
9697,104,503
9698,104,519
9699,104,534
9700,103,543
9701,103,549
9702,103,538
9703,103,521
9704,103,506
9705,103,490
9706,103,478
9707,103,492
9708,103,509
9709,103,524
9710,103,539
9711,103,546
9712,103,530
9713,103,513
9714,103,498
9715,103,483
9716,103,481
9717,103,498
9718,103,514
9719,103,529
9720,103,543
9721,103,539
9722,103,522
9723,103,506
9724,103,491
9725,103,476
9726,103,487
9727,103,504
9728,103,519
9729,103,534
9730,103,546
9731,103,531
9732,103,514
9733,103,498
9734,103,484
9735,103,477
9736,103,493
9737,103,509
9738,103,524
9739,103,539
9740,103,540
9741,103,524
9742,103,507
9743,103,492
9744,103,477
9745,103,482
9746,103,499
9747,103,515
9748,103,530
9749,103,544
9750,103,533
9751,103,517
9752,103,501
9753,103,486
9754,103,473
9755,103,488
9756,103,505
9757,103,521
9758,103,535
9759,103,542
9760,103,526
9761,103,510
9762,103,494
9763,103,480
9764,103,478
9765,103,495
9766,103,511
9767,103,526
9768,103,541
9769,103,536
9770,103,519
9771,103,503
9772,103,488
9773,103,474
9774,103,484
9775,103,501
9776,103,517
9777,103,532
9778,103,543
9779,103,529
9780,103,513
9781,103,497
9782,103,482
9783,103,475
9784,103,491
9785,103,507
9786,103,523
9787,103,538
9788,103,539
9789,103,523
9790,103,507
9791,103,491
9792,103,476
9793,103,480
9794,103,497
9795,103,514
9796,103,529
9797,103,543
9798,103,533
9799,103,515
9800,102,496
9801,102,503
9802,102,519
9803,102,534
9804,102,549
9805,102,563
9806,102,551
9807,102,534
9808,102,517
9809,102,502
9810,102,488
9811,102,501
9812,102,518
9813,102,533
9814,102,547
9815,102,557
9816,102,542
9817,102,524
9818,102,508
9819,102,493
9820,102,486
9821,102,502
9822,102,518
9823,102,533
9824,102,547
9825,102,550
9826,102,534
9827,102,517
9828,102,501
9829,102,486
9830,102,487
9831,102,504
9832,102,520
9833,102,534
9834,102,549
9835,102,544
9836,102,527
9837,102,510
9838,102,494
9839,102,480
9840,102,489
9841,102,506
9842,102,521
9843,102,536
9844,102,549
9845,102,537
9846,102,520
9847,102,504
9848,102,489
9849,102,477
9850,102,492
9851,102,508
9852,102,524
9853,102,538
9854,102,547
9855,102,531
9856,102,514
9857,102,498
9858,102,484
9859,102,479
9860,102,496
9861,102,512
9862,102,527
9863,102,542
9864,102,542
9865,102,525
9866,102,509
9867,102,494
9868,102,479
9869,102,482
9870,102,499
9871,102,515
9872,102,530
9873,102,545
9874,102,536
9875,102,520
9876,102,504
9877,102,489
9878,102,474
9879,102,486
9880,102,503
9881,102,518
9882,102,534
9883,102,545
9884,102,531
9885,102,515
9886,102,499
9887,102,484
9888,102,474
9889,102,490
9890,102,507
9891,102,522
9892,102,537
9893,102,543
9894,102,527
9895,102,510
9896,102,494
9897,102,480
9898,102,477
9899,102,494
9900,101,509
9901,101,518
9902,101,528
9903,101,513
9904,101,497
9905,101,482
9906,101,468
9907,101,460
9908,101,477
9909,101,493
9910,101,509
9911,101,525
9912,101,531
9913,101,515
9914,101,499
9915,101,484
9916,101,469
9917,101,466
9918,101,483
9919,101,499
9920,101,515
9921,101,530
9922,101,532
9923,101,515
9924,101,499
9925,101,484
9926,101,470
9927,101,470
9928,101,487
9929,101,503
9930,101,519
9931,101,534
9932,101,531
9933,101,515
9934,101,499
9935,101,484
9936,101,469
9937,101,474
9938,101,491
9939,101,507
9940,101,523
9941,101,537
9942,101,531
9943,101,514
9944,101,498
9945,101,483
9946,101,469
9947,101,478
9948,101,495
9949,101,511
9950,101,525
9951,101,540
9952,101,529
9953,101,513
9954,101,497
9955,101,482
9956,101,468
9957,101,481
9958,101,498
9959,101,513
9960,101,529
9961,101,541
9962,101,528
9963,101,511
9964,101,495
9965,101,480
9966,101,469
9967,101,484
9968,101,501
9969,101,516
9970,101,532
9971,101,541
9972,101,526
9973,101,509
9974,101,494
9975,101,479
9976,101,471
9977,101,487
9978,101,504
9979,101,519
9980,101,534
9981,101,540
9982,101,524
9983,101,507
9984,101,492
9985,101,477
9986,101,474
9987,101,490
9988,101,506
9989,101,522
9990,101,537
9991,101,538
9992,101,522
9993,101,505
9994,101,490
9995,101,475
9996,101,476
9997,101,493
9998,101,509
9999,101,525
10000,100,538
10001,100,545
10002,100,550
10003,100,534
10004,100,518
10005,100,502
10006,100,486
10007,100,481
10008,100,497
10009,100,513
10010,100,529
10011,100,544
10012,100,548
10013,100,531
10014,100,515
10015,100,499
10016,100,484
10017,100,479
10018,100,496
10019,100,512
10020,100,527
10021,100,542
10022,100,546
10023,100,530
10024,100,513
10025,100,497
10026,100,482
10027,100,478
10028,100,494
10029,100,511
10030,100,526
10031,100,541
10032,100,545
10033,100,528
10034,100,511
10035,100,496
10036,100,481
10037,100,477
10038,100,494
10039,100,510
10040,100,525
10041,100,540
10042,100,543
10043,100,527
10044,100,510
10045,100,495
10046,100,480
10047,100,477
10048,100,493
10049,100,509
10050,100,525
10051,100,540
10052,100,543
10053,100,526
10054,100,510
10055,100,494
10056,100,480
10057,100,477
10058,100,493
10059,100,510
10060,100,525
10061,100,540
10062,100,542
10063,100,525
10064,100,509
10065,100,494
10066,100,479
10067,100,476
10068,100,493
10069,100,509
10070,100,525
10071,100,539
10072,100,541
10073,100,525
10074,100,508
10075,100,493
10076,100,478
10077,100,476
10078,100,493
10079,100,509
10080,100,524
10081,100,539
10082,100,541
10083,100,524
10084,100,507
10085,100,492
10086,100,478
10087,100,476
10088,100,493
10089,100,509
10090,100,525
10091,100,539
10092,100,540
10093,100,523
10094,100,507
10095,100,492
10096,100,477
10097,100,476
10098,100,493
10099,100,509
10100,99,523
10101,99,531
10102,99,545
10103,99,552
10104,99,536
10105,99,519
10106,99,503
10107,99,488
10108,99,481
10109,99,497
10110,99,514
10111,99,529
10112,99,543
10113,99,549
10114,99,533
10115,99,517
10116,99,501
10117,99,486
10118,99,479
10119,99,495
10120,99,512
10121,99,527
10122,99,542
10123,99,547
10124,99,532
10125,99,515
10126,99,499
10127,99,484
10128,99,477
10129,99,494
10130,99,510
10131,99,525
10132,99,540
10133,99,545
10134,99,530
10135,99,513
10136,99,497
10137,99,482
10138,99,477
10139,99,493
10140,99,509
10141,99,525
10142,99,540
10143,99,545
10144,99,528
10145,99,512
10146,99,496
10147,99,481
10148,99,476
10149,99,492
10150,99,509
10151,99,525
10152,99,539
10153,99,544
10154,99,527
10155,99,511
10156,99,495
10157,99,480
10158,99,475
10159,99,492
10160,99,509
10161,99,524
10162,99,538
10163,99,543
10164,99,527
10165,99,510
10166,99,494
10167,99,480
10168,99,476
10169,99,492
10170,99,509
10171,99,524
10172,99,538
10173,99,543
10174,99,526
10175,99,509
10176,99,494
10177,99,479
10178,99,475
10179,99,492
10180,99,508
10181,99,524
10182,99,538
10183,99,542
10184,99,525
10185,99,509
10186,99,493
10187,99,479
10188,99,475
10189,99,492
10190,99,508
10191,99,524
10192,99,538
10193,99,541
10194,99,524
10195,99,508
10196,99,493
10197,99,478
10198,99,476
10199,99,492
10200,98,508
10201,98,516
10202,98,531
10203,98,524
10204,98,508
10205,98,492
10206,98,477
10207,98,463
10208,98,468
10209,98,486
10210,98,502
10211,98,518
10212,98,533
10213,98,529
10214,98,512
10215,98,497
10216,98,482
10217,98,467
10218,98,469
10219,98,486
10220,98,503
10221,98,519
10222,98,533
10223,98,533
10224,98,517
10225,98,500
10226,98,485
10227,98,471
10228,98,469
10229,98,487
10230,98,503
10231,98,519
10232,98,534
10233,98,536
10234,98,520
10235,98,503
10236,98,489
10237,98,474
10238,98,469
10239,98,486
10240,98,502
10241,98,518
10242,98,533
10243,98,539
10244,98,523
10245,98,507
10246,98,491
10247,98,477
10248,98,468
10249,98,484
10250,98,502
10251,98,517
10252,98,532
10253,98,541
10254,98,526
10255,98,509
10256,98,494
10257,98,479
10258,98,468
10259,98,484
10260,98,501
10261,98,516
10262,98,531
10263,98,543
10264,98,528
10265,98,512
10266,98,496
10267,98,481
10268,98,468
10269,98,483
10270,98,499
10271,98,515
10272,98,530
10273,98,543
10274,98,530
10275,98,514
10276,98,498
10277,98,483
10278,98,469
10279,98,481
10280,98,498
10281,98,513
10282,98,529
10283,98,543
10284,98,533
10285,98,516
10286,98,500
10287,98,485
10288,98,471
10289,98,479
10290,98,496
10291,98,512
10292,98,527
10293,98,542
10294,98,535
10295,98,518
10296,98,502
10297,98,487
10298,98,472
10299,98,478
10300,97,494
10301,97,503
10302,97,517
10303,97,505
10304,97,490
10305,97,475
10306,97,461
10307,97,447
10308,97,458
10309,97,475
10310,97,492
10311,97,508
10312,97,523
10313,97,517
10314,97,501
10315,97,485
10316,97,471
10317,97,457
10318,97,460
10319,97,477
10320,97,494
10321,97,510
10322,97,525
10323,97,526
10324,97,509
10325,97,494
10326,97,479
10327,97,465
10328,97,461
10329,97,477
10330,97,494
10331,97,510
10332,97,525
10333,97,533
10334,97,517
10335,97,501
10336,97,486
10337,97,471
10338,97,461
10339,97,476
10340,97,494
10341,97,510
10342,97,524
10343,97,537
10344,97,524
10345,97,507
10346,97,492
10347,97,477
10348,97,463
10349,97,475
10350,97,492
10351,97,508
10352,97,523
10353,97,538
10354,97,530
10355,97,513
10356,97,497
10357,97,482
10358,97,468
10359,97,472
10360,97,489
10361,97,506
10362,97,521
10363,97,535
10364,97,535
10365,97,519
10366,97,502
10367,97,487
10368,97,473
10369,97,470
10370,97,487
10371,97,503
10372,97,518
10373,97,533
10374,97,540
10375,97,523
10376,97,507
10377,97,492
10378,97,477
10379,97,468
10380,97,483
10381,97,500
10382,97,516
10383,97,530
10384,97,543
10385,97,528
10386,97,512
10387,97,496
10388,97,481
10389,97,467
10390,97,480
10391,97,497
10392,97,513
10393,97,528
10394,97,542
10395,97,533
10396,97,517
10397,97,501
10398,97,485
10399,97,471
10400,96,476
10401,96,486
10402,96,502
10403,96,518
10404,96,533
10405,96,543
10406,96,528
10407,96,512
10408,96,496
10409,96,481
10410,96,466
10411,96,480
10412,96,497
10413,96,512
10414,96,528
10415,96,542
10416,96,535
10417,96,517
10418,96,502
10419,96,487
10420,96,472
10421,96,474
10422,96,491
10423,96,507
10424,96,523
10425,96,537
10426,96,541
10427,96,525
10428,96,508
10429,96,492
10430,96,478
10431,96,469
10432,96,485
10433,96,501
10434,96,518
10435,96,532
10436,96,545
10437,96,531
10438,96,514
10439,96,498
10440,96,483
10441,96,469
10442,96,479
10443,96,496
10444,96,512
10445,96,527
10446,96,542
10447,96,538
10448,96,521
10449,96,504
10450,96,489
10451,96,475
10452,96,473
10453,96,490
10454,96,506
10455,96,522
10456,96,537
10457,96,543
10458,96,527
10459,96,510
10460,96,495
10461,96,480
10462,96,468
10463,96,484
10464,96,500
10465,96,516
10466,96,531
10467,96,545
10468,96,533
10469,96,516
10470,96,501
10471,96,486
10472,96,471
10473,96,478
10474,96,495
10475,96,511
10476,96,526
10477,96,540
10478,96,540
10479,96,522
10480,96,507
10481,96,491
10482,96,477
10483,96,472
10484,96,489
10485,96,505
10486,96,521
10487,96,535
10488,96,545
10489,96,529
10490,96,512
10491,96,497
10492,96,482
10493,96,469
10494,96,483
10495,96,499
10496,96,515
10497,96,530
10498,96,544
10499,96,535
10500,95,514
10501,95,520
10502,95,536
10503,95,551
10504,95,564
10505,95,578
10506,95,578
10507,95,561
10508,95,543
10509,95,526
10510,95,511
10511,95,501
10512,95,516
10513,95,532
10514,95,546
10515,95,561
10516,95,573
10517,95,559
10518,95,542
10519,95,526
10520,95,509
10521,95,494
10522,95,499
10523,95,516
10524,95,531
10525,95,546
10526,95,560
10527,95,561
10528,95,544
10529,95,527
